"dt","brand","framework","ads_format","impression","click","cost","order_cnt","pay_amount","new_customer_cnt","new_customer_cost","new_customer_pay_amount","cost_ly","pay_amount_ly","new_customer_cnt_ly","new_customer_cost_ly","new_customer_pay_amount_ly","cost_target","pay_amount_target","new_customer_cnt_target","new_customer_cost_target"
"2026-01-10","M Polo","Acceleration","YLMF","6218","341","581.14","7","1441","2","181.36","417.77","608.15","1413.06","2","181.2","329.25","591.73","1349.7","2","184.91"
"2026-01-10","M Polo","Acceleration","QZT","4731","257","795.87","13","3235.64","2","266.84","883.12","766.01","3488.36","2","286.77","893.23","756.63","3041.62","2","253.28"
"2026-01-10","M Polo","Foundation","ZTC","6380","231","716.48","9","1543.74","2","256.57","396.71","715.27","1363.85","2","289.86","298.34","734.99","1446.63","2","232.21"
"2026-01-10","M Polo","Foundation","YLMF","5465","264","401.71","16","2450.6","5","194.89","680.81","365.21","2380.93","4","211.48","510.97","412.44","2369.47","5","208.51"
"2026-01-10","M Polo","Foundation","QZT","4282","133","304.87","5","1199.42","1","122.43","265.02","284.14","1295.98","1","121.26","237.98","302.84","1250.82","1","125.57"
"2026-01-10","M Polo","T-shirt","ZTC","4739","283","500.5","15","3587.69","4","237.74","1165.37","458.29","3841.69","3","237.23","1103.85","530.06","3445.06","4","221.36"
"2026-01-10","M Polo","T-shirt","YLMF","3116","113","237.31","8","1579.37","1","95.06","442.17","205.93","1695.2","1","108.48","477.94","232.61","1562.42","1","92.65"
"2026-01-10","M Polo","T-shirt","QZT","2862","154","320.16","6","1371.25","2","129.41","359.55","320.91","1371.52","2","129.55","381.89","307.72","1299.8","2","122.02"
"2026-01-10","M Polo","Complemen","ZTC","2663","139","427.73","10","1263","3","182.33","260.16","448.82","1360.87","3","200.58","235.88","443.08","1309.36","3","168.47"
"2026-01-10","M Polo","Complemen","YLMF","2680","156","305.43","11","1924.63","4","139.22","489.93","261.99","1903.66","3","158.09","422.1","322.53","1788.2","4","142.37"
"2026-01-10","M Polo","Complemen","QZT","1512","99","334.09","5","1012.41","2","144.2","238.4","285.06","1043.93","2","143.48","189.88","367.47","1051.79","2","148.82"
"2026-01-10","W Polo","Acceleration","ZTC","5858","300","928.02","12","2941.26","4","280.18","802.77","840.2","2445.21","4","232.11","725.85","893.62","2849.75","4","295.8"
"2026-01-10","W Polo","Acceleration","YLMF","5384","332","1096.91","19","3205.4","6","454.3","950.06","1070.85","2614.69","6","491.68","1058.26","1131.05","3160.76","6","465.08"
"2026-01-10","W Polo","Acceleration","QZT","4084","223","402.45","8","1112.7","1","195.41","228.68","387.02","1230.09","1","166.95","228.72","416.99","1154.22","1","189.06"
"2026-01-10","W Polo","Foundation","ZTC","5431","359","1136.72","9","2128.12","3","392.36","646.68","1078.63","2302.57","3","407.23","556.1","1173.45","1947.71","3","413.3"
"2026-01-10","W Polo","Foundation","YLMF","4408","261","786.16","13","1854.74","4","389.03","526.8","675.55","2050.92","4","377.58","562.71","802.36","1692.05","4","394.65"
"2026-01-10","W Polo","Foundation","QZT","2909","149","339.82","8","2190.74","3","164.91","630.5","384.57","1932.29","3","152.54","497.42","339.35","2004.75","3","176.74"
"2026-01-11","M Polo","Acceleration","ZTC","7720","527","1731.43","37","4271.9","7","816.88","1176.75","1825","4778.75","8","712.17","1134.03","1731.85","4015.72","7","849.97"
"2026-01-11","M Polo","Acceleration","YLMF","6968","362","881.4","12","2577.79","4","410.65","869.57","840.67","2530.15","3","357.71","976.94","909.98","2497.21","4","446.53"
"2026-01-11","M Polo","Acceleration","QZT","5125","175","355.25","11","3139.33","3","144.33","652.46","323.38","3522.94","2","134.67","594.96","385.42","3118","3","141.29"
"2026-01-11","M Polo","Foundation","ZTC","8177","418","1321.02","25","4571.23","4","412.99","1545.78","1445.94","4664.78","4","373.75","1620.87","1326.48","4537.36","4","421.03"
"2026-01-11","M Polo","Foundation","YLMF","6673","226","455.15","18","3500.68","3","221.75","783.8","443.11","3998.67","3","218.95","882.96","474.67","3740.13","3","223.48"
"2026-01-11","M Polo","Foundation","QZT","4654","291","645.78","11","3113.43","2","219.8","1003.15","571.85","3308.49","2","233.71","934.74","667.7","3211.12","2","233.31"
"2026-01-11","M Polo","T-shirt","ZTC","5019","225","597.66","10","1569.47","2","286.18","428.7","517.99","1299.99","2","267.57","471.39","568.74","1635.05","2","269.44"
"2026-01-11","M Polo","T-shirt","YLMF","3725","208","584.83","8","678.08","1","181.9","151.1","567.63","641.32","1","171.44","171.19","592.28","617.44","1","168.58"
"2026-01-11","M Polo","T-shirt","QZT","2780","136","418.84","4","610.07","1","164.64","195.43","464.98","694.04","1","156.43","165.68","444.37","582.19","1","156.31"
"2026-01-11","M Polo","Complemen","ZTC","3278","100","291.78","5","1426.57","1","118.05","344.31","330.98","1612.97","1","97.77","271.78","306.19","1369.68","1","123.72"
"2026-01-11","M Polo","Complemen","YLMF","2247","89","158.81","2","314.83","1","53.69","86.82","142.34","261.3","1","56.54","70.58","166.99","326.42","1","55.95"
"2026-01-11","M Polo","Complemen","QZT","1788","57","138.14","3","722.51","1","48.81","235.03","133.24","706.84","1","51.38","248.56","137.49","729.42","1","48.85"
"2026-01-11","W Polo","Acceleration","ZTC","6412","201","574.07","6","1174.66","2","231.75","410.2","622.09","1036.01","2","230.22","437.32","568.44","1116.99","2","226.56"
"2026-01-11","W Polo","Acceleration","YLMF","4699","189","568.23","5","1076.83","1","269.95","257.55","648.36","1119.18","1","289.98","232.88","606.61","1111.06","1","278.21"
"2026-01-11","W Polo","Acceleration","QZT","3716","208","690.08","11","913.45","2","337.21","270.3","783.7","1024.21","2","303.15","266.69","680.58","871.86","2","329.18"
"2026-01-11","W Polo","Foundation","ZTC","4989","208","503.68","9","2260.57","3","231.97","753.67","512.18","1913.16","3","202.73","683.84","512.54","2331.69","3","215.14"
"2026-01-11","W Polo","Foundation","YLMF","5058","274","731.49","19","1974.52","3","337.95","533.07","767.28","1695.13","3","386.08","480.5","743.45","1931.55","3","304.47"
"2026-01-11","W Polo","Foundation","QZT","3415","153","244.31","5","955.9","2","78.48","287.32","241.2","796.49","2","74.54","279.72","249.22","916.38","2","77.76"
"2026-01-12","M Polo","Acceleration","ZTC","7120","404","1125.71","21","2006.97","5","484.22","682.02","995.69","2155.11","6","541.76","560.01","1185.94","1992.44","5","473.44"
"2026-01-12","M Polo","Acceleration","YLMF","6783","282","984.14","21","3893.77","8","389.47","870.83","1028.76","4389.16","8","316.8","689.42","1038.25","3996.17","8","422.51"
"2026-01-12","M Polo","Acceleration","QZT","4173","246","817.81","12","2367.88","2","310.39","588.01","790.91","2654.93","2","330.83","506.83","826.59","2426.83","2","289.91"
"2026-01-12","M Polo","Foundation","ZTC","6632","200","397.82","11","2762.3","4","132.43","716.15","388.23","2524.83","4","147.37","540.2","382.85","2622.23","4","125.9"
"2026-01-12","M Polo","Foundation","YLMF","5127","306","914.08","23","3425.17","4","383.41","973.12","801.32","3923.43","3","360.15","874.37","941.05","3149.27","4","416.7"
"2026-01-12","M Polo","Foundation","QZT","3355","185","460.39","8","1357.21","3","206.96","283.02","407.03","1457.14","3","196.6","255.24","495.06","1487.96","3","187.35"
"2026-01-12","M Polo","T-shirt","ZTC","4301","281","437.66","10","1476.3","4","187.96","297.62","462.48","1581.74","4","215.95","228.97","468.02","1574.26","4","172.05"
"2026-01-12","M Polo","T-shirt","YLMF","2614","143","408.35","11","1115.3","4","203.84","370.27","371.55","1048.23","3","172.52","382.74","397.22","1063.74","4","197.52"
"2026-01-12","M Polo","T-shirt","QZT","2394","92","181.65","6","1498.79","2","85.27","376.67","193.56","1296.46","2","70","292.34","199.43","1539.82","2","81.91"
"2026-01-12","M Polo","Complemen","ZTC","2815","125","414.92","3","769.94","1","127.2","194.8","366.1","730.02","1","140.86","222.45","433","792.28","1","132.37"
"2026-01-12","M Polo","Complemen","YLMF","1843","101","230.41","4","523.62","1","107.41","148.61","222.03","527.59","1","116.76","119.44","233.18","522.75","1","105.4"
"2026-01-12","M Polo","Complemen","QZT","1453","96","316.98","3","785.77","1","108.05","198.1","332.58","733.41","1","103.98","207.11","327.85","736.84","1","105.07"
"2026-01-12","W Polo","Acceleration","ZTC","6313","194","450.01","15","3182.62","4","142.1","907.05","439.78","3117.08","4","140.21","1033.49","428.16","2881.51","4","144.19"
"2026-01-12","W Polo","Acceleration","YLMF","4337","258","534.28","13","2009.54","4","180.19","410.49","545.08","1912.77","4","150.13","412.96","510.06","2199.83","4","190"
"2026-01-12","W Polo","Acceleration","QZT","3553","174","581.88","8","1904.95","2","270.23","567.59","564.9","1920.35","2","293.18","582.47","585.2","1829.27","2","252.13"
"2026-01-12","W Polo","Foundation","ZTC","4451","214","572.72","16","2973.41","4","197.42","995.44","492.56","2497.08","4","190.54","1058.81","585.44","3209.66","4","185.62"
"2026-01-12","W Polo","Foundation","YLMF","3743","195","535.98","5","1044.13","1","210.47","338.9","606.13","1170.55","1","184.17","373.04","514.2","981.71","1","209.41"
"2026-01-12","W Polo","Foundation","QZT","3116","159","352.46","12","1256.82","5","154.98","360.84","372.05","1113.27","4","133.81","359.91","340.82","1240.82","5","154.65"
"2026-01-13","M Polo","Acceleration","ZTC","8729","523","1091.16","13","2962.09","2","354.57","613.73","1105.83","2979.91","2","368.56","498.75","1044.99","2888.23","2","341.04"
"2026-01-13","M Polo","Acceleration","YLMF","6527","293","573.4","11","1615.04","3","278.18","447.43","642.26","1368.23","3","285.76","392.43","613.91","1588.03","3","271.92"
"2026-01-13","M Polo","Acceleration","QZT","4065","196","640.61","9","920.91","2","222.11","301.01","653.61","858.97","2","247.39","289.41","627.21","989.11","2","213.64"
"2026-01-13","M Polo","Foundation","ZTC","6218","202","706.49","6","1339.95","1","263.86","380","764.09","1510.56","1","247.9","319.52","754.28","1461.73","1","278.06"
"2026-01-13","M Polo","Foundation","YLMF","5802","388","900.33","29","6188.98","11","449.24","1666.45","964.1","5397.28","11","456.41","1497.57","982.39","6000.21","12","405.06"
"2026-01-13","M Polo","Foundation","QZT","3724","164","570.21","5","901.35","1","230","294.76","541.08","884.6","1","219.99","261.22","592.58","878.52","1","241.94"
"2026-01-13","M Polo","T-shirt","ZTC","3552","241","591.21","11","2813.04","2","177.82","866.44","664.88","3192.8","2","200.77","788.5","649.82","2846.5","2","167.82"
"2026-01-13","M Polo","T-shirt","YLMF","2966","160","466.73","9","1686.71","3","223.42","352.11","435.47","1586.61","3","179.88","319.8","486.17","1593.81","3","228.43"
"2026-01-13","M Polo","T-shirt","QZT","2436","112","232.06","6","1272.4","1","115.31","347.17","234.87","1166.04","1","128.83","389.47","238.7","1340.39","1","106.59"
"2026-01-13","M Polo","Complemen","ZTC","2337","142","352.47","5","1237.74","1","146.85","311.76","354.8","1311.02","1","153.74","298.63","353.15","1248.84","1","155.31"
"2026-01-13","M Polo","Complemen","YLMF","1927","70","154.02","4","1010.76","1","68.51","213.95","174.71","914.81","1","58.45","190.17","166.6","1091.83","1","65.41"
"2026-01-13","M Polo","Complemen","QZT","1491","72","241.39","3","853.51","1","106.35","203.77","210.85","823.44","1","114.12","154.51","265.04","802.72","1","98.73"
"2026-01-13","W Polo","Acceleration","ZTC","5278","287","695.02","14","2428.12","3","315.14","528.7","760.44","1955.05","3","273.51","433.51","750.22","2396.35","3","299.12"
"2026-01-13","W Polo","Acceleration","YLMF","5223","176","473.98","7","1135.23","1","203.56","287.73","503.37","1273.15","1","184.05","322.51","472.59","1235.96","1","191.57"
"2026-01-13","W Polo","Acceleration","QZT","3619","151","450.83","10","2948.57","2","149.6","721.42","398.87","2431.1","2","123.04","801.74","469.4","2780.13","2","157.82"
"2026-01-13","W Polo","Foundation","ZTC","4140","142","436.55","9","2397.99","3","201.99","533.79","465.1","2308.57","3","219.61","589.65","460.63","2394.8","3","220.95"
"2026-01-13","W Polo","Foundation","YLMF","3501","125","377.25","6","1757.99","1","146.17","371.15","349.83","1409.44","1","131.88","397.63","375.96","1884.79","1","136.01"
"2026-01-13","W Polo","Foundation","QZT","2683","170","588.53","8","2064.39","3","285.94","603.69","545.91","2087.61","3","276.5","508.11","591.68","2176.89","3","310.76"
"2026-01-14","M Polo","Acceleration","ZTC","7454","246","624.55","9","865.5","2","231.06","263.39","641.37","852.2","2","254.28","293.91","607.78","922.88","2","241.89"
"2026-01-14","M Polo","Acceleration","YLMF","6013","339","810.15","18","3010.95","4","377.48","991.87","861.08","2852.38","5","380.86","755.22","846.93","3076.59","4","405.36"
"2026-01-14","M Polo","Acceleration","QZT","5173","318","794.86","23","2844.89","8","338.8","884.95","727.99","2508.54","8","360.88","785.47","808.68","2922.01","8","338.46"
"2026-01-14","M Polo","Foundation","ZTC","7245","250","471.72","11","892.68","4","206.59","236.52","452.46","921.6","4","172.39","230.49","511.22","950.35","4","187.8"
"2026-01-14","M Polo","Foundation","YLMF","4729","150","315.5","11","1437.45","4","146","458.46","284.94","1223.51","4","122.17","410.89","345.71","1389.95","4","146.98"
"2026-01-14","M Polo","Foundation","QZT","4066","203","491.4","10","2787.49","2","227.03","734.58","540.74","2313.15","2","232.64","744.38","492.05","2884.6","2","217.89"
"2026-01-14","M Polo","T-shirt","ZTC","3499","188","422.62","11","2597.43","2","158.88","756.25","464.22","2575.59","2","145.33","869.19","445.38","2360.91","2","143.87"
"2026-01-14","M Polo","T-shirt","YLMF","2791","120","358.66","7","1087.06","3","142.86","291.48","347.44","1183.43","3","121.84","279.1","383.99","1121.48","3","130.49"
"2026-01-14","M Polo","T-shirt","QZT","2489","149","386.61","11","3266.77","2","122.22","1075.27","337.35","3237.94","2","101.87","1166.16","390.07","3075.34","2","125.42"
"2026-01-14","M Polo","Complemen","ZTC","2289","100","311.7","6","1617.01","2","148.52","362.92","294.31","1507.9","2","142.56","317.09","330.87","1681.34","2","161.34"
"2026-01-14","M Polo","Complemen","YLMF","2309","97","267.68","3","378.15","1","115.84","116.22","248.96","356.05","1","107.21","113.17","271.63","367.18","1","124.83"
"2026-01-14","M Polo","Complemen","QZT","1609","68","203.15","3","838.43","1","87.96","262.46","213.65","938.87","1","82.81","277.26","217.46","881.01","1","95.08"
"2026-01-14","W Polo","Acceleration","ZTC","5706","378","1198.32","19","5437.47","4","394.18","1092.84","1232.27","4799.39","4","426.31","1149.52","1308.6","5396.9","4","387.97"
"2026-01-14","W Polo","Acceleration","YLMF","4035","184","287.74","10","838.54","2","141.85","212.68","290.94","706.44","2","128.93","202.13","299.32","802.45","2","146.23"
"2026-01-14","W Polo","Acceleration","QZT","3936","189","605.19","8","1907.88","3","254.06","478.37","571.11","2105.1","3","287.65","534.36","662.7","2022.44","3","246.17"
"2026-01-14","W Polo","Foundation","ZTC","5113","228","473.4","9","1613.35","3","224.42","361.9","459.22","1398.27","3","234.15","284.96","494.79","1632.35","3","206.48"
"2026-01-14","W Polo","Foundation","YLMF","4397","134","447.45","3","481.13","1","172.98","114.15","475","440.73","1","163.11","113.9","435.45","490.82","1","161.09"
"2026-01-14","W Polo","Foundation","QZT","3212","214","642.15","9","1733.53","3","318.61","400.35","607.52","1877.71","3","326.59","335.3","632.41","1651.16","3","338.84"
"2026-01-15","M Polo","Acceleration","ZTC","8793","540","1581.16","20","3148","8","744.8","662.58","1697.82","2932.73","8","792.32","703.85","1510.65","2923.36","7","809.93"
"2026-01-15","M Polo","Acceleration","YLMF","6605","367","561.87","24","4411.68","5","274.06","1442.59","485.19","4423.06","5","277.32","1362.63","542.15","4747.94","5","290.61"
"2026-01-15","M Polo","Acceleration","QZT","4154","260","891.06","19","3746.15","7","426.84","898.9","962.15","3476.28","6","409.08","868.17","949.83","3904.93","7","408.19"
"2026-01-15","M Polo","Foundation","ZTC","6365","349","640.67","8","1539.57","2","291.53","410.72","603.52","1447.1","2","280.61","350.67","635.23","1645.99","2","319.44"
"2026-01-15","M Polo","Foundation","YLMF","5680","245","394","6","767.28","2","127.69","210.73","418.35","857.19","2","119.76","200.66","421.92","823.42","2","120.15"
"2026-01-15","M Polo","Foundation","QZT","3975","160","258.28","10","2252.75","2","87.21","592.24","237.04","2227.84","2","94.25","564.15","248.81","2211.49","2","88.27"
"2026-01-15","M Polo","T-shirt","ZTC","4311","195","515.27","6","828.92","2","159.47","234.89","562.44","839.71","2","130.43","251.44","535.42","814.26","2","145.27"
"2026-01-15","M Polo","T-shirt","YLMF","3219","172","420.23","6","749.59","1","198.83","223.39","482.23","641.93","1","207.48","185.37","450.74","716.06","1","216.51"
"2026-01-15","M Polo","T-shirt","QZT","2579","127","294.38","10","1576.65","2","88.88","360.92","325.75","1642.31","2","82.56","332","321.42","1483.96","2","88.02"
"2026-01-15","M Polo","Complemen","ZTC","2506","158","379.9","6","1409.56","1","167.57","399.34","353.98","1502.5","1","184.5","396.24","406","1498.1","1","179.52"
